kp,ki,kd,completed,completion_rate,mean_distance_m,mean_itae,mean_saturation_fraction
42.01236293280581,2.1411012319474065,4.153628260907563,99,1.0,0.004047308548836472,0.9074853801146063,0.047233239838496144
28.900585819927496,2.903264319264113,4.310856618876044,99,1.0,0.0042859094745865715,0.9438538017413425,0.04244784533672859
20.31911240200343,0.0,4.375185408208478,99,1.0,0.004992694630012122,1.1406393286613172,0.03953933053643008
25.950502323412447,2.7381759960686765,1.7946293230861587,99,1.0,0.005619846849103572,1.1844837003918076,0.05999342287991086
13.507153348994686,0.6838202577129077,2.791057823145183,99,1.0,0.006135743469456185,1.3313219473153133,0.0385275692124339
8.78398929598462,0.0,0.9697152266018183,99,1.0,0.010352228466190912,2.2153540027160172,0.04590241260429969
2.642858667120724,2.767486760372462,2.3877329777338923,99,1.0,0.016936990273454647,2.989159736764015,0.031912300688623566
2.2138599678613766,0.34357676060930764,0.36186323353165817,99,1.0,0.03394348209342118,7.108694147073845,0.0336466777464479
1.2263985657284837,0.026326522827873622,2.4615478716510757,99,1.0,0.034004622242236784,9.179855758308818,0.02870602575907888
0.5403158721729296,0.0,0.4539201510821716,99,1.0,0.09891708693795401,28.31371482425015,0.013115860053755172
38.55469934004271,0.0,1.0700734777190715,95,0.9595959595959596,0.01136880985660422,4.207614181684282,0.08322356789405237
25.0,0.5,1.0,95,0.9595959595959596,0.0118617663055062,4.255966808801746,0.07605739426760569
18.895503643832793,4.893739422056108,0.6533844004581446,95,0.9595959595959596,0.014767252244952159,5.014878907015548,0.08771957740642458
15.0,0.25,0.5,95,0.9595959595959596,0.017273331431361835,5.802426627696058,0.08701510590022889
8.0,0.0,0.3,95,0.9595959595959596,0.02239971009653085,7.207062274749996,0.08804413532443509
0.8297499484150496,0.0,0.03453170981600986,93,0.9393939393939394,0.10658726599859618,33.56263150387125,0.022785062696989624
38.780324059475234,4.901973754402947,0.3660145812181423,92,0.9292929292929293,0.01873480951791374,9.710821852466639,0.19560332482484188
5.838855582938596,1.5332974544443596,0.2497584009371078,91,0.9191919191919192,0.03366125519915124,11.303899064861186,0.09801738239098688
4.3967135679989084,4.356696883464403,0.6230920377659658,91,0.9191919191919192,0.03547101965449138,18.74253546429988,0.11065437093630928
2.9831313157858856,0.0,0.05815790623921936,91,0.9191919191919192,0.05447673585365993,16.002381085366014,0.08622393498750602
31.948542212095752,0.5620287074628949,0.2738983932986999,90,0.9090909090909091,0.02117099885915277,11.90624840618836,0.1926586804199969
2.10911696887667,0.0,0.044158276251256456,90,0.9090909090909091,0.07065511070817453,22.308379281367504,0.07275993177131239
0.7325647834070337,0.0,0.0,89,0.898989898989899,0.1232849877746264,38.577465652428,0.02459618219557457
1.0,0.0,0.0,85,0.8585858585858586,0.10869587725207226,37.19114261973466,0.03543295821974148
3.4774483448559805,0.0,0.0,84,0.8484848484848485,0.06833962496413806,22.807047951685178,0.11437749741980661
6.418181755267876,0.0,0.0,83,0.8383838383838383,0.05795860242035718,23.79532825183231,0.14002774413966257
4.0,0.0,0.0,83,0.8383838383838383,0.0678254656912808,23.483067974504486,0.12377919806467254
7.344957348027292,0.7539400958418435,0.05232290948239597,82,0.8282828282828283,0.056911993870566904,29.23722514494883,0.1599009600875879
2.205771087264467,0.0,0.0,81,0.8181818181818182,0.08992926226567163,32.10576116042408,0.10058023393315678
25.0,0.0,0.0,80,0.8080808080808081,0.041584638391444294,32.20842610162765,0.25419870111190807
11.168020022226903,4.8578035423079005,0.15661259260298024,79,0.797979797979798,0.05397020382578058,30.603848882783623,0.2047256137157897
8.0,0.0,0.0,78,0.7878787878787878,0.06313468185664088,36.66344683998047,0.173363102243458
6.969777530783576,0.9194469825484558,0.0,78,0.7878787878787878,0.07098477526515098,35.12475347667025,0.17843501796513095
6.75449801354303,1.0765434911779947,0.0,76,0.7676767676767676,0.0733522665430045,39.67379358158353,0.1832397392062816
15.0,0.0,0.0,75,0.7575757575757576,0.05390981653418872,29.77763059648059,0.2134729841002178
14.414420648572278,0.7553113903840775,0.01036421938716176,75,0.7575757575757576,0.05459869545378781,32.200002711546645,0.2179436831680624
3.8257327484938757,4.585838865964261,0.34862051474582517,59,0.5959595959595959,0.12706597790493102,167.03977972748856,0.30462972898807933
6.859673222108618,3.8784284512259677,0.0,55,0.5555555555555556,0.11642446078950043,93.95006430378875,0.31121046631379695
0.26963635288057286,3.9651182904901705,1.505040759517225,52,0.5252525252525253,0.13970096969723564,244.03634480185454,0.3496623331419664
3.723779473848163,3.198585834712631,0.01881424586902051,29,0.29292929292929293,0.20328670794514497,182.37789037412458,0.46765366192369223
1.5487420078743879,3.4184218666977184,0.36082403556828685,19,0.1919191919191919,0.20832402234570777,333.24688682550743,0.6173032531559359
0.2857056074252603,0.15175147192055816,0.0,9,0.09090909090909091,0.3854195054256892,541.3356505556119,0.2920879362402525
0.5021019970721372,4.724740855724898,0.5118673677697122,0,0.0,0.2593389527066995,346.6116095715625,0.8101697855890981
0.6507238482450659,3.2078585261124037,0.13454374387511753,0,0.0,0.2597878514678039,326.00733293997,0.8270597268239289
2.212343523254479,4.076108941458859,0.02185822326208765,0,0.0,0.262198384598754,341.33441443155255,0.7659176770294817
1.5640036433410556,2.8666635880556046,0.06524899989801158,0,0.0,0.2643381201591454,349.209299428601,0.8042258421186802
0.3421998501300621,1.6151817312910333,0.0,0,0.0,0.33430760171999463,448.8089692248448,0.8114972905006114
0.6928881169135697,1.003033619934976,0.010261308064082902,0,0.0,0.341802779078621,467.87143636421314,0.7399537782732406
