scenario,path_key,v_target,mass,friction,actuator_delay_s,sensor_noise_m,event,controller,finished,mean_distance_m,mean_kp
38,figure8,0.3,6.692,0.237,0.0700,0.00006,force_gust,fixed Kp 34,0,0.059431,34.000
38,figure8,0.3,6.692,0.237,0.0700,0.00006,force_gust,fixed Kp 42,0,0.145553,42.000
38,figure8,0.3,6.692,0.237,0.0700,0.00006,force_gust,fixed Kp 50,0,0.124811,50.000
39,zigzag,0.3,12.246,0.924,0.0180,0.00015,force_gust,PPO,1,0.004592,35.134
39,zigzag,0.3,12.246,0.924,0.0180,0.00015,force_gust,fixed Kp 26 (baseline),1,0.005099,26.000
39,zigzag,0.3,12.246,0.924,0.0180,0.00015,force_gust,fixed Kp 15,1,0.007388,15.000
39,zigzag,0.3,12.246,0.924,0.0180,0.00015,force_gust,fixed Kp 20,1,0.006040,20.000
39,zigzag,0.3,12.246,0.924,0.0180,0.00015,force_gust,fixed Kp 34,1,0.004367,34.000
39,zigzag,0.3,12.246,0.924,0.0180,0.00015,force_gust,fixed Kp 42,1,0.003924,42.000
39,zigzag,0.3,12.246,0.924,0.0180,0.00015,force_gust,fixed Kp 50,1,0.003633,50.000
40,zigzag30,0.3,8.272,0.473,0.0580,0.00036,mass,PPO,1,0.023268,32.283
40,zigzag30,0.3,8.272,0.473,0.0580,0.00036,mass,fixed Kp 26 (baseline),1,0.032864,26.000
40,zigzag30,0.3,8.272,0.473,0.0580,0.00036,mass,fixed Kp 15,1,0.036689,15.000
40,zigzag30,0.3,8.272,0.473,0.0580,0.00036,mass,fixed Kp 20,1,0.026035,20.000
40,zigzag30,0.3,8.272,0.473,0.0580,0.00036,mass,fixed Kp 34,1,0.019327,34.000
40,zigzag30,0.3,8.272,0.473,0.0580,0.00036,mass,fixed Kp 42,1,0.028147,42.000
40,zigzag30,0.3,8.272,0.473,0.0580,0.00036,mass,fixed Kp 50,1,0.033337,50.000
41,figure8,0.5,10.446,0.213,0.0160,0.00024,mass,PPO,0,0.103962,31.864
41,figure8,0.5,10.446,0.213,0.0160,0.00024,mass,fixed Kp 26 (baseline),1,0.037459,26.000
41,figure8,0.5,10.446,0.213,0.0160,0.00024,mass,fixed Kp 15,1,0.026946,15.000
41,figure8,0.5,10.446,0.213,0.0160,0.00024,mass,fixed Kp 20,1,0.029933,20.000
41,figure8,0.5,10.446,0.213,0.0160,0.00024,mass,fixed Kp 34,0,0.059171,34.000
41,figure8,0.5,10.446,0.213,0.0160,0.00024,mass,fixed Kp 42,0,0.212986,42.000
41,figure8,0.5,10.446,0.213,0.0160,0.00024,mass,fixed Kp 50,0,0.201491,50.000
42,square,0.5,39.225,0.328,0.0260,0.00000,force_gust,PPO,1,0.008943,39.533
42,square,0.5,39.225,0.328,0.0260,0.00000,force_gust,fixed Kp 26 (baseline),1,0.009804,26.000
42,square,0.5,39.225,0.328,0.0260,0.00000,force_gust,fixed Kp 15,1,0.012888,15.000
42,square,0.5,39.225,0.328,0.0260,0.00000,force_gust,fixed Kp 20,1,0.011056,20.000
42,square,0.5,39.225,0.328,0.0260,0.00000,force_gust,fixed Kp 34,1,0.008727,34.000
42,square,0.5,39.225,0.328,0.0260,0.00000,force_gust,fixed Kp 42,1,0.007777,42.000
42,square,0.5,39.225,0.328,0.0260,0.00000,force_gust,fixed Kp 50,1,0.007558,50.000
43,uturn,0.7,31.731,0.439,0.0260,0.00014,mass,PPO,1,0.003559,40.697
43,uturn,0.7,31.731,0.439,0.0260,0.00014,mass,fixed Kp 26 (baseline),1,0.004397,26.000
43,uturn,0.7,31.731,0.439,0.0260,0.00014,mass,fixed Kp 15,1,0.006158,15.000
43,uturn,0.7,31.731,0.439,0.0260,0.00014,mass,fixed Kp 20,1,0.005129,20.000
43,uturn,0.7,31.731,0.439,0.0260,0.00014,mass,fixed Kp 34,1,0.003828,34.000
43,uturn,0.7,31.731,0.439,0.0260,0.00014,mass,fixed Kp 42,1,0.003488,42.000
43,uturn,0.7,31.731,0.439,0.0260,0.00014,mass,fixed Kp 50,1,0.003267,50.000
44,scurve,0.5,29.627,0.951,0.0340,0.00008,force,PPO,1,0.002710,32.263
44,scurve,0.5,29.627,0.951,0.0340,0.00008,force,fixed Kp 26 (baseline),1,0.002841,26.000
44,scurve,0.5,29.627,0.951,0.0340,0.00008,force,fixed Kp 15,1,0.003299,15.000
44,scurve,0.5,29.627,0.951,0.0340,0.00008,force,fixed Kp 20,1,0.003017,20.000
44,scurve,0.5,29.627,0.951,0.0340,0.00008,force,fixed Kp 34,1,0.002720,34.000
44,scurve,0.5,29.627,0.951,0.0340,0.00008,force,fixed Kp 42,1,0.002653,42.000
44,scurve,0.5,29.627,0.951,0.0340,0.00008,force,fixed Kp 50,1,0.002613,50.000
45,arc,0.5,49.454,0.970,0.0480,0.00003,force_gust,PPO,1,0.003251,37.629
45,arc,0.5,49.454,0.970,0.0480,0.00003,force_gust,fixed Kp 26 (baseline),1,0.003741,26.000
45,arc,0.5,49.454,0.970,0.0480,0.00003,force_gust,fixed Kp 15,1,0.004973,15.000
45,arc,0.5,49.454,0.970,0.0480,0.00003,force_gust,fixed Kp 20,1,0.004242,20.000
45,arc,0.5,49.454,0.970,0.0480,0.00003,force_gust,fixed Kp 34,1,0.003365,34.000
45,arc,0.5,49.454,0.970,0.0480,0.00003,force_gust,fixed Kp 42,1,0.003167,42.000
45,arc,0.5,49.454,0.970,0.0480,0.00003,force_gust,fixed Kp 50,1,0.003091,50.000
46,figure8,0.7,19.735,0.306,0.0220,0.00013,mass,PPO,1,0.005966,35.918
46,figure8,0.7,19.735,0.306,0.0220,0.00013,mass,fixed Kp 26 (baseline),1,0.008279,26.000
46,figure8,0.7,19.735,0.306,0.0220,0.00013,mass,fixed Kp 15,1,0.013131,15.000
46,figure8,0.7,19.735,0.306,0.0220,0.00013,mass,fixed Kp 20,1,0.010447,20.000
46,figure8,0.7,19.735,0.306,0.0220,0.00013,mass,fixed Kp 34,1,0.007017,34.000
46,figure8,0.7,19.735,0.306,0.0220,0.00013,mass,fixed Kp 42,1,0.006232,42.000
46,figure8,0.7,19.735,0.306,0.0220,0.00013,mass,fixed Kp 50,1,0.005367,50.000
47,scurve,0.3,33.570,0.990,0.0100,0.00029,force_gust,PPO,1,0.003095,36.362
47,scurve,0.3,33.570,0.990,0.0100,0.00029,force_gust,fixed Kp 26 (baseline),1,0.003795,26.000
47,scurve,0.3,33.570,0.990,0.0100,0.00029,force_gust,fixed Kp 15,1,0.005066,15.000
47,scurve,0.3,33.570,0.990,0.0100,0.00029,force_gust,fixed Kp 20,1,0.004310,20.000
47,scurve,0.3,33.570,0.990,0.0100,0.00029,force_gust,fixed Kp 34,1,0.003412,34.000
47,scurve,0.3,33.570,0.990,0.0100,0.00029,force_gust,fixed Kp 42,1,0.003189,42.000
47,scurve,0.3,33.570,0.990,0.0100,0.00029,force_gust,fixed Kp 50,1,0.003044,50.000
48,zigzag,0.5,17.466,0.674,0.0260,0.00038,force_gust,PPO,1,0.026958,34.683
48,zigzag,0.5,17.466,0.674,0.0260,0.00038,force_gust,fixed Kp 26 (baseline),0,0.157814,26.000
48,zigzag,0.5,17.466,0.674,0.0260,0.00038,force_gust,fixed Kp 15,1,0.201039,15.000
48,zigzag,0.5,17.466,0.674,0.0260,0.00038,force_gust,fixed Kp 20,1,0.085747,20.000
48,zigzag,0.5,17.466,0.674,0.0260,0.00038,force_gust,fixed Kp 34,0,0.182794,34.000
48,zigzag,0.5,17.466,0.674,0.0260,0.00038,force_gust,fixed Kp 42,0,0.186708,42.000
48,zigzag,0.5,17.466,0.674,0.0260,0.00038,force_gust,fixed Kp 50,0,0.155335,50.000
49,spiral,0.5,37.297,0.975,0.0420,0.00035,force,PPO,1,0.003856,36.127
49,spiral,0.5,37.297,0.975,0.0420,0.00035,force,fixed Kp 26 (baseline),1,0.004593,26.000
49,spiral,0.5,37.297,0.975,0.0420,0.00035,force,fixed Kp 15,1,0.006042,15.000
49,spiral,0.5,37.297,0.975,0.0420,0.00035,force,fixed Kp 20,1,0.005200,20.000
49,spiral,0.5,37.297,0.975,0.0420,0.00035,force,fixed Kp 34,1,0.004120,34.000
49,spiral,0.5,37.297,0.975,0.0420,0.00035,force,fixed Kp 42,1,0.003828,42.000
49,spiral,0.5,37.297,0.975,0.0420,0.00035,force,fixed Kp 50,1,0.003678,50.000
50,square,0.7,49.955,0.280,0.0580,0.00021,force,PPO,0,0.053817,34.854
50,square,0.7,49.955,0.280,0.0580,0.00021,force,fixed Kp 26 (baseline),1,0.031377,26.000
50,square,0.7,49.955,0.280,0.0580,0.00021,force,fixed Kp 15,1,0.021043,15.000
50,square,0.7,49.955,0.280,0.0580,0.00021,force,fixed Kp 20,1,0.024163,20.000
50,square,0.7,49.955,0.280,0.0580,0.00021,force,fixed Kp 34,0,0.046916,34.000
50,square,0.7,49.955,0.280,0.0580,0.00021,force,fixed Kp 42,0,0.061897,42.000
50,square,0.7,49.955,0.280,0.0580,0.00021,force,fixed Kp 50,0,0.196691,50.000
51,zigzag,0.3,15.793,0.769,0.0220,0.00039,mass,PPO,1,0.004429,33.960
51,zigzag,0.3,15.793,0.769,0.0220,0.00039,mass,fixed Kp 26 (baseline),1,0.004844,26.000
51,zigzag,0.3,15.793,0.769,0.0220,0.00039,mass,fixed Kp 15,1,0.006318,15.000
51,zigzag,0.3,15.793,0.769,0.0220,0.00039,mass,fixed Kp 20,1,0.005328,20.000
51,zigzag,0.3,15.793,0.769,0.0220,0.00039,mass,fixed Kp 34,1,0.004134,34.000
51,zigzag,0.3,15.793,0.769,0.0220,0.00039,mass,fixed Kp 42,1,0.003950,42.000
51,zigzag,0.3,15.793,0.769,0.0220,0.00039,mass,fixed Kp 50,1,0.003808,50.000
52,square,0.5,26.445,0.724,0.0560,0.00007,force,PPO,1,0.004542,35.873
52,square,0.5,26.445,0.724,0.0560,0.00007,force,fixed Kp 26 (baseline),1,0.005044,26.000
52,square,0.5,26.445,0.724,0.0560,0.00007,force,fixed Kp 15,1,0.006610,15.000
52,square,0.5,26.445,0.724,0.0560,0.00007,force,fixed Kp 20,1,0.005679,20.000
52,square,0.5,26.445,0.724,0.0560,0.00007,force,fixed Kp 34,1,0.004567,34.000
52,square,0.5,26.445,0.724,0.0560,0.00007,force,fixed Kp 42,1,0.004322,42.000
52,square,0.5,26.445,0.724,0.0560,0.00007,force,fixed Kp 50,1,0.004359,50.000
53,scurve,0.7,32.988,0.379,0.0620,0.00013,force,PPO,1,0.003607,39.100
53,scurve,0.7,32.988,0.379,0.0620,0.00013,force,fixed Kp 26 (baseline),1,0.003651,26.000
53,scurve,0.7,32.988,0.379,0.0620,0.00013,force,fixed Kp 15,1,0.004976,15.000
53,scurve,0.7,32.988,0.379,0.0620,0.00013,force,fixed Kp 20,1,0.004174,20.000
53,scurve,0.7,32.988,0.379,0.0620,0.00013,force,fixed Kp 34,1,0.003279,34.000
53,scurve,0.7,32.988,0.379,0.0620,0.00013,force,fixed Kp 42,1,0.003110,42.000
53,scurve,0.7,32.988,0.379,0.0620,0.00013,force,fixed Kp 50,1,0.003247,50.000
54,zigzag,0.3,18.902,0.209,0.0620,0.00036,mass,PPO,1,0.050030,30.426
54,zigzag,0.3,18.902,0.209,0.0620,0.00036,mass,fixed Kp 26 (baseline),1,0.034834,26.000
54,zigzag,0.3,18.902,0.209,0.0620,0.00036,mass,fixed Kp 15,1,0.038442,15.000
54,zigzag,0.3,18.902,0.209,0.0620,0.00036,mass,fixed Kp 20,1,0.047536,20.000
54,zigzag,0.3,18.902,0.209,0.0620,0.00036,mass,fixed Kp 34,1,0.042948,34.000
54,zigzag,0.3,18.902,0.209,0.0620,0.00036,mass,fixed Kp 42,1,0.061944,42.000
54,zigzag,0.3,18.902,0.209,0.0620,0.00036,mass,fixed Kp 50,0,0.279202,50.000
55,uturn,0.7,7.660,0.749,0.0620,0.00037,force_gust,PPO,0,0.137544,39.750
55,uturn,0.7,7.660,0.749,0.0620,0.00037,force_gust,fixed Kp 26 (baseline),0,0.112259,26.000
55,uturn,0.7,7.660,0.749,0.0620,0.00037,force_gust,fixed Kp 15,0,0.155459,15.000
55,uturn,0.7,7.660,0.749,0.0620,0.00037,force_gust,fixed Kp 20,0,0.132044,20.000
55,uturn,0.7,7.660,0.749,0.0620,0.00037,force_gust,fixed Kp 34,0,0.115323,34.000
55,uturn,0.7,7.660,0.749,0.0620,0.00037,force_gust,fixed Kp 42,0,0.138499,42.000
55,uturn,0.7,7.660,0.749,0.0620,0.00037,force_gust,fixed Kp 50,0,0.207499,50.000
56,zigzag60,0.7,49.296,0.464,0.0220,0.00005,force_gust,PPO,1,0.042945,34.394
56,zigzag60,0.7,49.296,0.464,0.0220,0.00005,force_gust,fixed Kp 26 (baseline),1,0.027547,26.000
56,zigzag60,0.7,49.296,0.464,0.0220,0.00005,force_gust,fixed Kp 15,1,0.026104,15.000
56,zigzag60,0.7,49.296,0.464,0.0220,0.00005,force_gust,fixed Kp 20,1,0.024979,20.000
56,zigzag60,0.7,49.296,0.464,0.0220,0.00005,force_gust,fixed Kp 34,1,0.037801,34.000
56,zigzag60,0.7,49.296,0.464,0.0220,0.00005,force_gust,fixed Kp 42,1,0.036971,42.000
56,zigzag60,0.7,49.296,0.464,0.0220,0.00005,force_gust,fixed Kp 50,1,0.038049,50.000
57,uturn,0.5,17.376,0.746,0.0700,0.00027,mass,PPO,1,0.002754,38.278
57,uturn,0.5,17.376,0.746,0.0700,0.00027,mass,fixed Kp 26 (baseline),0,0.002884,26.000
57,uturn,0.5,17.376,0.746,0.0700,0.00027,mass,fixed Kp 15,0,0.003187,15.000
57,uturn,0.5,17.376,0.746,0.0700,0.00027,mass,fixed Kp 20,0,0.003009,20.000
57,uturn,0.5,17.376,0.746,0.0700,0.00027,mass,fixed Kp 34,0,0.002785,34.000
57,uturn,0.5,17.376,0.746,0.0700,0.00027,mass,fixed Kp 42,0,0.002730,42.000
57,uturn,0.5,17.376,0.746,0.0700,0.00027,mass,fixed Kp 50,0,0.002700,50.000
58,arc,0.7,20.998,0.284,0.0720,0.00015,force,PPO,1,0.007744,37.938
58,arc,0.7,20.998,0.284,0.0720,0.00015,force,fixed Kp 26 (baseline),1,0.005519,26.000
58,arc,0.7,20.998,0.284,0.0720,0.00015,force,fixed Kp 15,1,0.004952,15.000
58,arc,0.7,20.998,0.284,0.0720,0.00015,force,fixed Kp 20,1,0.005070,20.000
58,arc,0.7,20.998,0.284,0.0720,0.00015,force,fixed Kp 34,1,0.005584,34.000
58,arc,0.7,20.998,0.284,0.0720,0.00015,force,fixed Kp 42,1,0.009957,42.000
58,arc,0.7,20.998,0.284,0.0720,0.00015,force,fixed Kp 50,0,0.064443,50.000
59,spiral,0.3,47.171,0.908,0.0060,0.00030,force,PPO,1,0.002965,35.830
59,spiral,0.3,47.171,0.908,0.0060,0.00030,force,fixed Kp 26 (baseline),1,0.003396,26.000
59,spiral,0.3,47.171,0.908,0.0060,0.00030,force,fixed Kp 15,1,0.004058,15.000
59,spiral,0.3,47.171,0.908,0.0060,0.00030,force,fixed Kp 20,1,0.003680,20.000
59,spiral,0.3,47.171,0.908,0.0060,0.00030,force,fixed Kp 34,1,0.003165,34.000
59,spiral,0.3,47.171,0.908,0.0060,0.00030,force,fixed Kp 42,1,0.003022,42.000
59,spiral,0.3,47.171,0.908,0.0060,0.00030,force,fixed Kp 50,1,0.002926,50.000
60,zigzag30,0.3,9.871,0.468,0.0260,0.00028,mass,PPO,1,0.009505,34.833
60,zigzag30,0.3,9.871,0.468,0.0260,0.00028,mass,fixed Kp 26 (baseline),1,0.011119,26.000
60,zigzag30,0.3,9.871,0.468,0.0260,0.00028,mass,fixed Kp 15,1,0.016771,15.000
60,zigzag30,0.3,9.871,0.468,0.0260,0.00028,mass,fixed Kp 20,1,0.014302,20.000
60,zigzag30,0.3,9.871,0.468,0.0260,0.00028,mass,fixed Kp 34,1,0.010020,34.000
60,zigzag30,0.3,9.871,0.468,0.0260,0.00028,mass,fixed Kp 42,1,0.008989,42.000
60,zigzag30,0.3,9.871,0.468,0.0260,0.00028,mass,fixed Kp 50,1,0.008366,50.000
61,zigzag60,0.7,13.183,0.261,0.0200,0.00003,force_gust,PPO,0,0.337088,27.147
61,zigzag60,0.7,13.183,0.261,0.0200,0.00003,force_gust,fixed Kp 26 (baseline),0,0.350014,26.000
61,zigzag60,0.7,13.183,0.261,0.0200,0.00003,force_gust,fixed Kp 15,0,0.226940,15.000
61,zigzag60,0.7,13.183,0.261,0.0200,0.00003,force_gust,fixed Kp 20,0,0.294919,20.000
61,zigzag60,0.7,13.183,0.261,0.0200,0.00003,force_gust,fixed Kp 34,0,0.295363,34.000
61,zigzag60,0.7,13.183,0.261,0.0200,0.00003,force_gust,fixed Kp 42,0,0.312404,42.000
61,zigzag60,0.7,13.183,0.261,0.0200,0.00003,force_gust,fixed Kp 50,0,0.324025,50.000
62,arc,0.7,12.567,0.310,0.0380,0.00022,force_gust,PPO,0,0.009353,38.280
62,arc,0.7,12.567,0.310,0.0380,0.00022,force_gust,fixed Kp 26 (baseline),0,0.013632,26.000
62,arc,0.7,12.567,0.310,0.0380,0.00022,force_gust,fixed Kp 15,0,0.021579,15.000
62,arc,0.7,12.567,0.310,0.0380,0.00022,force_gust,fixed Kp 20,0,0.017209,20.000
62,arc,0.7,12.567,0.310,0.0380,0.00022,force_gust,fixed Kp 34,0,0.010174,34.000
62,arc,0.7,12.567,0.310,0.0380,0.00022,force_gust,fixed Kp 42,0,0.009248,42.000
62,arc,0.7,12.567,0.310,0.0380,0.00022,force_gust,fixed Kp 50,0,0.007766,50.000
63,zigzag,0.5,44.982,0.692,0.0720,0.00001,mass,PPO,1,0.020385,33.906
63,zigzag,0.5,44.982,0.692,0.0720,0.00001,mass,fixed Kp 26 (baseline),1,0.015171,26.000
63,zigzag,0.5,44.982,0.692,0.0720,0.00001,mass,fixed Kp 15,1,0.015283,15.000
63,zigzag,0.5,44.982,0.692,0.0720,0.00001,mass,fixed Kp 20,1,0.014752,20.000
63,zigzag,0.5,44.982,0.692,0.0720,0.00001,mass,fixed Kp 34,1,0.013766,34.000
63,zigzag,0.5,44.982,0.692,0.0720,0.00001,mass,fixed Kp 42,1,0.012333,42.000
63,zigzag,0.5,44.982,0.692,0.0720,0.00001,mass,fixed Kp 50,1,0.015234,50.000
64,square,0.3,7.116,0.584,0.0480,0.00002,force_gust,PPO,1,0.081391,32.364
64,square,0.3,7.116,0.584,0.0480,0.00002,force_gust,fixed Kp 26 (baseline),1,0.075498,26.000
64,square,0.3,7.116,0.584,0.0480,0.00002,force_gust,fixed Kp 15,0,0.070756,15.000
64,square,0.3,7.116,0.584,0.0480,0.00002,force_gust,fixed Kp 20,1,0.072977,20.000
64,square,0.3,7.116,0.584,0.0480,0.00002,force_gust,fixed Kp 34,1,0.076808,34.000
64,square,0.3,7.116,0.584,0.0480,0.00002,force_gust,fixed Kp 42,1,0.082667,42.000
64,square,0.3,7.116,0.584,0.0480,0.00002,force_gust,fixed Kp 50,1,0.081593,50.000
65,zigzag60,0.7,11.256,0.477,0.0100,0.00014,mass,PPO,1,0.008835,38.680
65,zigzag60,0.7,11.256,0.477,0.0100,0.00014,mass,fixed Kp 26 (baseline),1,0.008159,26.000
65,zigzag60,0.7,11.256,0.477,0.0100,0.00014,mass,fixed Kp 15,1,0.011580,15.000
65,zigzag60,0.7,11.256,0.477,0.0100,0.00014,mass,fixed Kp 20,1,0.010496,20.000
65,zigzag60,0.7,11.256,0.477,0.0100,0.00014,mass,fixed Kp 34,1,0.006746,34.000
65,zigzag60,0.7,11.256,0.477,0.0100,0.00014,mass,fixed Kp 42,1,0.006457,42.000
65,zigzag60,0.7,11.256,0.477,0.0100,0.00014,mass,fixed Kp 50,1,0.005741,50.000
66,zigzag60,0.5,10.338,0.522,0.0480,0.00037,force,PPO,1,0.029990,31.072
66,zigzag60,0.5,10.338,0.522,0.0480,0.00037,force,fixed Kp 26 (baseline),1,0.026156,26.000
66,zigzag60,0.5,10.338,0.522,0.0480,0.00037,force,fixed Kp 15,0,0.117732,15.000
66,zigzag60,0.5,10.338,0.522,0.0480,0.00037,force,fixed Kp 20,1,0.027886,20.000
66,zigzag60,0.5,10.338,0.522,0.0480,0.00037,force,fixed Kp 34,1,0.027136,34.000
66,zigzag60,0.5,10.338,0.522,0.0480,0.00037,force,fixed Kp 42,1,0.021393,42.000
66,zigzag60,0.5,10.338,0.522,0.0480,0.00037,force,fixed Kp 50,1,0.017819,50.000
67,scurve,0.5,47.810,0.646,0.0040,0.00034,force_gust,PPO,1,0.003793,33.530
67,scurve,0.5,47.810,0.646,0.0040,0.00034,force_gust,fixed Kp 26 (baseline),1,0.004391,26.000
67,scurve,0.5,47.810,0.646,0.0040,0.00034,force_gust,fixed Kp 15,1,0.006058,15.000
67,scurve,0.5,47.810,0.646,0.0040,0.00034,force_gust,fixed Kp 20,1,0.005074,20.000
67,scurve,0.5,47.810,0.646,0.0040,0.00034,force_gust,fixed Kp 34,1,0.003854,34.000
67,scurve,0.5,47.810,0.646,0.0040,0.00034,force_gust,fixed Kp 42,1,0.003528,42.000
67,scurve,0.5,47.810,0.646,0.0040,0.00034,force_gust,fixed Kp 50,1,0.003312,50.000
68,uturn,0.5,19.160,0.898,0.0700,0.00013,force_gust,PPO,1,0.003892,36.471
68,uturn,0.5,19.160,0.898,0.0700,0.00013,force_gust,fixed Kp 26 (baseline),1,0.003486,26.000
68,uturn,0.5,19.160,0.898,0.0700,0.00013,force_gust,fixed Kp 15,1,0.004347,15.000
68,uturn,0.5,19.160,0.898,0.0700,0.00013,force_gust,fixed Kp 20,1,0.003839,20.000
68,uturn,0.5,19.160,0.898,0.0700,0.00013,force_gust,fixed Kp 34,1,0.003251,34.000
68,uturn,0.5,19.160,0.898,0.0700,0.00013,force_gust,fixed Kp 42,1,0.003942,42.000
68,uturn,0.5,19.160,0.898,0.0700,0.00013,force_gust,fixed Kp 50,1,0.012151,50.000
69,arc,0.3,12.326,0.622,0.0080,0.00020,force,PPO,1,0.004119,33.203
69,arc,0.3,12.326,0.622,0.0080,0.00020,force,fixed Kp 26 (baseline),1,0.005812,26.000
69,arc,0.3,12.326,0.622,0.0080,0.00020,force,fixed Kp 15,1,0.008564,15.000
69,arc,0.3,12.326,0.622,0.0080,0.00020,force,fixed Kp 20,1,0.006277,20.000
69,arc,0.3,12.326,0.622,0.0080,0.00020,force,fixed Kp 34,1,0.005494,34.000
69,arc,0.3,12.326,0.622,0.0080,0.00020,force,fixed Kp 42,1,0.005015,42.000
69,arc,0.3,12.326,0.622,0.0080,0.00020,force,fixed Kp 50,1,0.004812,50.000
70,scurve,0.3,21.502,0.577,0.0480,0.00033,force_gust,PPO,1,0.022210,34.620
70,scurve,0.3,21.502,0.577,0.0480,0.00033,force_gust,fixed Kp 26 (baseline),0,0.043317,26.000
70,scurve,0.3,21.502,0.577,0.0480,0.00033,force_gust,fixed Kp 15,1,0.022839,15.000
70,scurve,0.3,21.502,0.577,0.0480,0.00033,force_gust,fixed Kp 20,0,0.025348,20.000
70,scurve,0.3,21.502,0.577,0.0480,0.00033,force_gust,fixed Kp 34,0,0.116166,34.000
70,scurve,0.3,21.502,0.577,0.0480,0.00033,force_gust,fixed Kp 42,0,0.320711,42.000
70,scurve,0.3,21.502,0.577,0.0480,0.00033,force_gust,fixed Kp 50,0,0.317120,50.000
71,zigzag60,0.7,38.550,0.271,0.0240,0.00005,mass,PPO,1,0.029886,36.663
71,zigzag60,0.7,38.550,0.271,0.0240,0.00005,mass,fixed Kp 26 (baseline),1,0.025329,26.000
71,zigzag60,0.7,38.550,0.271,0.0240,0.00005,mass,fixed Kp 15,1,0.027018,15.000
71,zigzag60,0.7,38.550,0.271,0.0240,0.00005,mass,fixed Kp 20,1,0.026397,20.000
71,zigzag60,0.7,38.550,0.271,0.0240,0.00005,mass,fixed Kp 34,1,0.026833,34.000
71,zigzag60,0.7,38.550,0.271,0.0240,0.00005,mass,fixed Kp 42,1,0.028251,42.000
71,zigzag60,0.7,38.550,0.271,0.0240,0.00005,mass,fixed Kp 50,1,0.025702,50.000
72,zigzag60,0.3,32.019,0.794,0.0200,0.00022,force,PPO,1,0.004170,33.681
72,zigzag60,0.3,32.019,0.794,0.0200,0.00022,force,fixed Kp 26 (baseline),1,0.004472,26.000
72,zigzag60,0.3,32.019,0.794,0.0200,0.00022,force,fixed Kp 15,1,0.005838,15.000
72,zigzag60,0.3,32.019,0.794,0.0200,0.00022,force,fixed Kp 20,1,0.005036,20.000
72,zigzag60,0.3,32.019,0.794,0.0200,0.00022,force,fixed Kp 34,1,0.004021,34.000
72,zigzag60,0.3,32.019,0.794,0.0200,0.00022,force,fixed Kp 42,1,0.003727,42.000
72,zigzag60,0.3,32.019,0.794,0.0200,0.00022,force,fixed Kp 50,1,0.003526,50.000
73,square,0.3,27.553,0.583,0.0300,0.00027,force,PPO,1,0.003308,33.334
73,square,0.3,27.553,0.583,0.0300,0.00027,force,fixed Kp 26 (baseline),1,0.003861,26.000
73,square,0.3,27.553,0.583,0.0300,0.00027,force,fixed Kp 15,1,0.004978,15.000
73,square,0.3,27.553,0.583,0.0300,0.00027,force,fixed Kp 20,1,0.004325,20.000
73,square,0.3,27.553,0.583,0.0300,0.00027,force,fixed Kp 34,1,0.003512,34.000
73,square,0.3,27.553,0.583,0.0300,0.00027,force,fixed Kp 42,1,0.003300,42.000
73,square,0.3,27.553,0.583,0.0300,0.00027,force,fixed Kp 50,1,0.003171,50.000
74,zigzag,0.3,8.953,0.856,0.0400,0.00016,force_gust,PPO,1,0.004859,32.732
74,zigzag,0.3,8.953,0.856,0.0400,0.00016,force_gust,fixed Kp 26 (baseline),1,0.005720,26.000
74,zigzag,0.3,8.953,0.856,0.0400,0.00016,force_gust,fixed Kp 15,1,0.007931,15.000
74,zigzag,0.3,8.953,0.856,0.0400,0.00016,force_gust,fixed Kp 20,1,0.006533,20.000
74,zigzag,0.3,8.953,0.856,0.0400,0.00016,force_gust,fixed Kp 34,1,0.004962,34.000
74,zigzag,0.3,8.953,0.856,0.0400,0.00016,force_gust,fixed Kp 42,1,0.004466,42.000
74,zigzag,0.3,8.953,0.856,0.0400,0.00016,force_gust,fixed Kp 50,1,0.004204,50.000
75,figure8,0.3,37.603,0.971,0.0640,0.00001,mass,PPO,1,0.002718,30.845
75,figure8,0.3,37.603,0.971,0.0640,0.00001,mass,fixed Kp 26 (baseline),1,0.002813,26.000
75,figure8,0.3,37.603,0.971,0.0640,0.00001,mass,fixed Kp 15,1,0.003148,15.000
75,figure8,0.3,37.603,0.971,0.0640,0.00001,mass,fixed Kp 20,1,0.002951,20.000
75,figure8,0.3,37.603,0.971,0.0640,0.00001,mass,fixed Kp 34,1,0.002709,34.000
75,figure8,0.3,37.603,0.971,0.0640,0.00001,mass,fixed Kp 42,1,0.002652,42.000
75,figure8,0.3,37.603,0.971,0.0640,0.00001,mass,fixed Kp 50,1,0.015679,50.000
76,spiral,0.3,20.342,0.694,0.0540,0.00014,force,PPO,1,0.002945,38.282
76,spiral,0.3,20.342,0.694,0.0540,0.00014,force,fixed Kp 26 (baseline),1,0.003419,26.000
76,spiral,0.3,20.342,0.694,0.0540,0.00014,force,fixed Kp 15,1,0.004083,15.000
76,spiral,0.3,20.342,0.694,0.0540,0.00014,force,fixed Kp 20,1,0.003708,20.000
76,spiral,0.3,20.342,0.694,0.0540,0.00014,force,fixed Kp 34,1,0.003176,34.000
76,spiral,0.3,20.342,0.694,0.0540,0.00014,force,fixed Kp 42,1,0.003022,42.000
76,spiral,0.3,20.342,0.694,0.0540,0.00014,force,fixed Kp 50,1,0.002918,50.000
77,scurve,0.5,35.496,0.836,0.0240,0.00011,force,PPO,1,0.002734,32.755
