scenario,path_key,v_target,mass,friction,actuator_delay_s,sensor_noise_m,event,controller,finished,mean_distance_m,mean_kp
0,arc,0.3,40.201,0.737,0.0140,0.00014,force_gust,PPO,1,0.004122,35.421
0,arc,0.3,40.201,0.737,0.0140,0.00014,force_gust,fixed Kp 26 (baseline),1,0.004743,26.000
0,arc,0.3,40.201,0.737,0.0140,0.00014,force_gust,fixed Kp 15,1,0.006588,15.000
0,arc,0.3,40.201,0.737,0.0140,0.00014,force_gust,fixed Kp 20,1,0.005532,20.000
0,arc,0.3,40.201,0.737,0.0140,0.00014,force_gust,fixed Kp 34,1,0.004110,34.000
0,arc,0.3,40.201,0.737,0.0140,0.00014,force_gust,fixed Kp 42,1,0.003739,42.000
0,arc,0.3,40.201,0.737,0.0140,0.00014,force_gust,fixed Kp 50,1,0.003502,50.000
1,square,0.5,29.568,0.825,0.0420,0.00024,force,PPO,1,0.003667,37.950
1,square,0.5,29.568,0.825,0.0420,0.00024,force,fixed Kp 26 (baseline),0,0.004770,26.000
1,square,0.5,29.568,0.825,0.0420,0.00024,force,fixed Kp 15,0,0.006791,15.000
1,square,0.5,29.568,0.825,0.0420,0.00024,force,fixed Kp 20,0,0.005591,20.000
1,square,0.5,29.568,0.825,0.0420,0.00024,force,fixed Kp 34,0,0.004135,34.000
1,square,0.5,29.568,0.825,0.0420,0.00024,force,fixed Kp 42,0,0.003769,42.000
1,square,0.5,29.568,0.825,0.0420,0.00024,force,fixed Kp 50,0,0.003552,50.000
2,zigzag60,0.5,11.067,0.473,0.0380,0.00039,mass,PPO,1,0.013709,35.694
2,zigzag60,0.5,11.067,0.473,0.0380,0.00039,mass,fixed Kp 26 (baseline),1,0.015746,26.000
2,zigzag60,0.5,11.067,0.473,0.0380,0.00039,mass,fixed Kp 15,0,0.023008,15.000
2,zigzag60,0.5,11.067,0.473,0.0380,0.00039,mass,fixed Kp 20,1,0.018899,20.000
2,zigzag60,0.5,11.067,0.473,0.0380,0.00039,mass,fixed Kp 34,0,0.013462,34.000
2,zigzag60,0.5,11.067,0.473,0.0380,0.00039,mass,fixed Kp 42,0,0.011249,42.000
2,zigzag60,0.5,11.067,0.473,0.0380,0.00039,mass,fixed Kp 50,1,0.012053,50.000
3,uturn,0.7,26.040,0.985,0.0180,0.00022,force,PPO,1,0.002948,40.968
3,uturn,0.7,26.040,0.985,0.0180,0.00022,force,fixed Kp 26 (baseline),1,0.003284,26.000
3,uturn,0.7,26.040,0.985,0.0180,0.00022,force,fixed Kp 15,1,0.003980,15.000
3,uturn,0.7,26.040,0.985,0.0180,0.00022,force,fixed Kp 20,1,0.003576,20.000
3,uturn,0.7,26.040,0.985,0.0180,0.00022,force,fixed Kp 34,1,0.003053,34.000
3,uturn,0.7,26.040,0.985,0.0180,0.00022,force,fixed Kp 42,1,0.002915,42.000
3,uturn,0.7,26.040,0.985,0.0180,0.00022,force,fixed Kp 50,1,0.002824,50.000
4,uturn,0.7,8.673,0.906,0.0480,0.00038,mass,PPO,1,0.011621,33.680
4,uturn,0.7,8.673,0.906,0.0480,0.00038,mass,fixed Kp 26 (baseline),1,0.011760,26.000
4,uturn,0.7,8.673,0.906,0.0480,0.00038,mass,fixed Kp 15,1,0.016623,15.000
4,uturn,0.7,8.673,0.906,0.0480,0.00038,mass,fixed Kp 20,1,0.020176,20.000
4,uturn,0.7,8.673,0.906,0.0480,0.00038,mass,fixed Kp 34,1,0.009240,34.000
4,uturn,0.7,8.673,0.906,0.0480,0.00038,mass,fixed Kp 42,1,0.014233,42.000
4,uturn,0.7,8.673,0.906,0.0480,0.00038,mass,fixed Kp 50,1,0.007549,50.000
5,zigzag,0.3,24.895,0.444,0.0160,0.00014,force_gust,PPO,1,0.006450,32.791
5,zigzag,0.3,24.895,0.444,0.0160,0.00014,force_gust,fixed Kp 26 (baseline),1,0.007037,26.000
5,zigzag,0.3,24.895,0.444,0.0160,0.00014,force_gust,fixed Kp 15,1,0.009480,15.000
5,zigzag,0.3,24.895,0.444,0.0160,0.00014,force_gust,fixed Kp 20,1,0.008002,20.000
5,zigzag,0.3,24.895,0.444,0.0160,0.00014,force_gust,fixed Kp 34,1,0.005588,34.000
5,zigzag,0.3,24.895,0.444,0.0160,0.00014,force_gust,fixed Kp 42,1,0.004993,42.000
5,zigzag,0.3,24.895,0.444,0.0160,0.00014,force_gust,fixed Kp 50,1,0.004727,50.000
6,square,0.5,49.780,0.302,0.0740,0.00001,mass,PPO,1,0.028018,35.174
6,square,0.5,49.780,0.302,0.0740,0.00001,mass,fixed Kp 26 (baseline),1,0.016909,26.000
6,square,0.5,49.780,0.302,0.0740,0.00001,mass,fixed Kp 15,1,0.013214,15.000
6,square,0.5,49.780,0.302,0.0740,0.00001,mass,fixed Kp 20,1,0.014040,20.000
6,square,0.5,49.780,0.302,0.0740,0.00001,mass,fixed Kp 34,1,0.015970,34.000
6,square,0.5,49.780,0.302,0.0740,0.00001,mass,fixed Kp 42,1,0.030869,42.000
6,square,0.5,49.780,0.302,0.0740,0.00001,mass,fixed Kp 50,0,0.054308,50.000
7,hairpin,0.3,45.409,0.946,0.0040,0.00010,mass,PPO,1,0.003159,34.459
7,hairpin,0.3,45.409,0.946,0.0040,0.00010,mass,fixed Kp 26 (baseline),1,0.003618,26.000
7,hairpin,0.3,45.409,0.946,0.0040,0.00010,mass,fixed Kp 15,1,0.004743,15.000
7,hairpin,0.3,45.409,0.946,0.0040,0.00010,mass,fixed Kp 20,1,0.004070,20.000
7,hairpin,0.3,45.409,0.946,0.0040,0.00010,mass,fixed Kp 34,1,0.003278,34.000
7,hairpin,0.3,45.409,0.946,0.0040,0.00010,mass,fixed Kp 42,1,0.003079,42.000
7,hairpin,0.3,45.409,0.946,0.0040,0.00010,mass,fixed Kp 50,1,0.002950,50.000
8,zigzag30,0.5,35.858,0.420,0.0060,0.00037,force_gust,PPO,1,0.010521,34.513
8,zigzag30,0.5,35.858,0.420,0.0060,0.00037,force_gust,fixed Kp 26 (baseline),1,0.009707,26.000
8,zigzag30,0.5,35.858,0.420,0.0060,0.00037,force_gust,fixed Kp 15,1,0.014649,15.000
8,zigzag30,0.5,35.858,0.420,0.0060,0.00037,force_gust,fixed Kp 20,1,0.011869,20.000
8,zigzag30,0.5,35.858,0.420,0.0060,0.00037,force_gust,fixed Kp 34,1,0.008042,34.000
8,zigzag30,0.5,35.858,0.420,0.0060,0.00037,force_gust,fixed Kp 42,1,0.007085,42.000
8,zigzag30,0.5,35.858,0.420,0.0060,0.00037,force_gust,fixed Kp 50,1,0.006466,50.000
9,zigzag60,0.3,20.941,0.211,0.0220,0.00036,mass,PPO,1,0.056798,30.633
9,zigzag60,0.3,20.941,0.211,0.0220,0.00036,mass,fixed Kp 26 (baseline),1,0.051883,26.000
9,zigzag60,0.3,20.941,0.211,0.0220,0.00036,mass,fixed Kp 15,1,0.047278,15.000
9,zigzag60,0.3,20.941,0.211,0.0220,0.00036,mass,fixed Kp 20,1,0.048876,20.000
9,zigzag60,0.3,20.941,0.211,0.0220,0.00036,mass,fixed Kp 34,1,0.061460,34.000
9,zigzag60,0.3,20.941,0.211,0.0220,0.00036,mass,fixed Kp 42,0,0.107452,42.000
9,zigzag60,0.3,20.941,0.211,0.0220,0.00036,mass,fixed Kp 50,0,0.118001,50.000
10,figure8,0.7,48.743,0.524,0.0260,0.00033,mass,PPO,1,0.005691,35.178
10,figure8,0.7,48.743,0.524,0.0260,0.00033,mass,fixed Kp 26 (baseline),0,0.006318,26.000
10,figure8,0.7,48.743,0.524,0.0260,0.00033,mass,fixed Kp 15,0,0.009437,15.000
10,figure8,0.7,48.743,0.524,0.0260,0.00033,mass,fixed Kp 20,0,0.008021,20.000
10,figure8,0.7,48.743,0.524,0.0260,0.00033,mass,fixed Kp 34,0,0.005818,34.000
10,figure8,0.7,48.743,0.524,0.0260,0.00033,mass,fixed Kp 42,0,0.005238,42.000
10,figure8,0.7,48.743,0.524,0.0260,0.00033,mass,fixed Kp 50,0,0.004971,50.000
11,figure8,0.7,25.851,0.609,0.0480,0.00027,force,PPO,0,0.003305,36.724
11,figure8,0.7,25.851,0.609,0.0480,0.00027,force,fixed Kp 26 (baseline),0,0.003556,26.000
11,figure8,0.7,25.851,0.609,0.0480,0.00027,force,fixed Kp 15,0,0.004574,15.000
11,figure8,0.7,25.851,0.609,0.0480,0.00027,force,fixed Kp 20,0,0.003980,20.000
11,figure8,0.7,25.851,0.609,0.0480,0.00027,force,fixed Kp 34,0,0.003233,34.000
11,figure8,0.7,25.851,0.609,0.0480,0.00027,force,fixed Kp 42,0,0.003047,42.000
11,figure8,0.7,25.851,0.609,0.0480,0.00027,force,fixed Kp 50,0,0.002934,50.000
12,figure8,0.5,20.792,0.349,0.0780,0.00023,force_gust,PPO,1,0.023161,33.307
12,figure8,0.5,20.792,0.349,0.0780,0.00023,force_gust,fixed Kp 26 (baseline),1,0.012420,26.000
12,figure8,0.5,20.792,0.349,0.0780,0.00023,force_gust,fixed Kp 15,1,0.016173,15.000
12,figure8,0.5,20.792,0.349,0.0780,0.00023,force_gust,fixed Kp 20,1,0.013976,20.000
12,figure8,0.5,20.792,0.349,0.0780,0.00023,force_gust,fixed Kp 34,1,0.014871,34.000
12,figure8,0.5,20.792,0.349,0.0780,0.00023,force_gust,fixed Kp 42,0,0.341391,42.000
12,figure8,0.5,20.792,0.349,0.0780,0.00023,force_gust,fixed Kp 50,0,0.403431,50.000
13,figure8,0.7,13.636,0.496,0.0020,0.00036,mass,PPO,0,0.009925,35.235
13,figure8,0.7,13.636,0.496,0.0020,0.00036,mass,fixed Kp 26 (baseline),0,0.014147,26.000
13,figure8,0.7,13.636,0.496,0.0020,0.00036,mass,fixed Kp 15,0,0.020055,15.000
13,figure8,0.7,13.636,0.496,0.0020,0.00036,mass,fixed Kp 20,0,0.017875,20.000
13,figure8,0.7,13.636,0.496,0.0020,0.00036,mass,fixed Kp 34,0,0.011610,34.000
13,figure8,0.7,13.636,0.496,0.0020,0.00036,mass,fixed Kp 42,0,0.010439,42.000
13,figure8,0.7,13.636,0.496,0.0020,0.00036,mass,fixed Kp 50,0,0.009582,50.000
14,arc,0.7,32.572,0.747,0.0560,0.00025,mass,PPO,1,0.003490,36.970
14,arc,0.7,32.572,0.747,0.0560,0.00025,mass,fixed Kp 26 (baseline),1,0.003189,26.000
14,arc,0.7,32.572,0.747,0.0560,0.00025,mass,fixed Kp 15,1,0.003864,15.000
14,arc,0.7,32.572,0.747,0.0560,0.00025,mass,fixed Kp 20,1,0.003461,20.000
14,arc,0.7,32.572,0.747,0.0560,0.00025,mass,fixed Kp 34,1,0.002986,34.000
14,arc,0.7,32.572,0.747,0.0560,0.00025,mass,fixed Kp 42,1,0.002875,42.000
14,arc,0.7,32.572,0.747,0.0560,0.00025,mass,fixed Kp 50,1,0.002847,50.000
15,zigzag60,0.7,14.139,0.369,0.0180,0.00022,mass,PPO,1,0.009462,36.708
15,zigzag60,0.7,14.139,0.369,0.0180,0.00022,mass,fixed Kp 26 (baseline),1,0.010460,26.000
15,zigzag60,0.7,14.139,0.369,0.0180,0.00022,mass,fixed Kp 15,1,0.015319,15.000
15,zigzag60,0.7,14.139,0.369,0.0180,0.00022,mass,fixed Kp 20,0,0.012185,20.000
15,zigzag60,0.7,14.139,0.369,0.0180,0.00022,mass,fixed Kp 34,1,0.009056,34.000
15,zigzag60,0.7,14.139,0.369,0.0180,0.00022,mass,fixed Kp 42,1,0.007880,42.000
15,zigzag60,0.7,14.139,0.369,0.0180,0.00022,mass,fixed Kp 50,1,0.006807,50.000
16,slalom,0.5,8.427,0.712,0.0560,0.00014,mass,PPO,1,0.004341,32.799
16,slalom,0.5,8.427,0.712,0.0560,0.00014,mass,fixed Kp 26 (baseline),1,0.005383,26.000
16,slalom,0.5,8.427,0.712,0.0560,0.00014,mass,fixed Kp 15,1,0.005578,15.000
16,slalom,0.5,8.427,0.712,0.0560,0.00014,mass,fixed Kp 20,1,0.005261,20.000
16,slalom,0.5,8.427,0.712,0.0560,0.00014,mass,fixed Kp 34,1,0.005033,34.000
16,slalom,0.5,8.427,0.712,0.0560,0.00014,mass,fixed Kp 42,1,0.004894,42.000
16,slalom,0.5,8.427,0.712,0.0560,0.00014,mass,fixed Kp 50,1,0.005318,50.000
17,spiral,0.5,23.279,0.256,0.0200,0.00008,force,PPO,1,0.003649,35.216
17,spiral,0.5,23.279,0.256,0.0200,0.00008,force,fixed Kp 26 (baseline),1,0.004265,26.000
17,spiral,0.5,23.279,0.256,0.0200,0.00008,force,fixed Kp 15,1,0.005279,15.000
17,spiral,0.5,23.279,0.256,0.0200,0.00008,force,fixed Kp 20,1,0.004852,20.000
17,spiral,0.5,23.279,0.256,0.0200,0.00008,force,fixed Kp 34,1,0.003743,34.000
17,spiral,0.5,23.279,0.256,0.0200,0.00008,force,fixed Kp 42,1,0.003729,42.000
17,spiral,0.5,23.279,0.256,0.0200,0.00008,force,fixed Kp 50,1,0.003479,50.000
18,hairpin,0.3,34.958,0.390,0.0220,0.00032,mass,PPO,1,0.003961,37.238
18,hairpin,0.3,34.958,0.390,0.0220,0.00032,mass,fixed Kp 26 (baseline),1,0.005982,26.000
18,hairpin,0.3,34.958,0.390,0.0220,0.00032,mass,fixed Kp 15,1,0.007367,15.000
18,hairpin,0.3,34.958,0.390,0.0220,0.00032,mass,fixed Kp 20,1,0.005838,20.000
18,hairpin,0.3,34.958,0.390,0.0220,0.00032,mass,fixed Kp 34,1,0.004798,34.000
18,hairpin,0.3,34.958,0.390,0.0220,0.00032,mass,fixed Kp 42,1,0.003938,42.000
18,hairpin,0.3,34.958,0.390,0.0220,0.00032,mass,fixed Kp 50,1,0.003751,50.000
19,uturn,0.7,12.139,0.956,0.0700,0.00016,force_gust,PPO,1,0.004550,41.869
19,uturn,0.7,12.139,0.956,0.0700,0.00016,force_gust,fixed Kp 26 (baseline),0,0.005865,26.000
19,uturn,0.7,12.139,0.956,0.0700,0.00016,force_gust,fixed Kp 15,0,0.008450,15.000
19,uturn,0.7,12.139,0.956,0.0700,0.00016,force_gust,fixed Kp 20,0,0.006920,20.000
19,uturn,0.7,12.139,0.956,0.0700,0.00016,force_gust,fixed Kp 34,0,0.005037,34.000
19,uturn,0.7,12.139,0.956,0.0700,0.00016,force_gust,fixed Kp 42,0,0.004540,42.000
19,uturn,0.7,12.139,0.956,0.0700,0.00016,force_gust,fixed Kp 50,0,0.004226,50.000
20,zigzag,0.7,46.373,0.975,0.0360,0.00022,mass,PPO,1,0.013511,34.290
20,zigzag,0.7,46.373,0.975,0.0360,0.00022,mass,fixed Kp 26 (baseline),1,0.010159,26.000
20,zigzag,0.7,46.373,0.975,0.0360,0.00022,mass,fixed Kp 15,1,0.012873,15.000
20,zigzag,0.7,46.373,0.975,0.0360,0.00022,mass,fixed Kp 20,1,0.011307,20.000
20,zigzag,0.7,46.373,0.975,0.0360,0.00022,mass,fixed Kp 34,1,0.009315,34.000
20,zigzag,0.7,46.373,0.975,0.0360,0.00022,mass,fixed Kp 42,1,0.008723,42.000
20,zigzag,0.7,46.373,0.975,0.0360,0.00022,mass,fixed Kp 50,1,0.008199,50.000
21,square,0.3,40.824,0.557,0.0000,0.00039,force_gust,PPO,1,0.008239,35.365
21,square,0.3,40.824,0.557,0.0000,0.00039,force_gust,fixed Kp 26 (baseline),0,0.014562,26.000
21,square,0.3,40.824,0.557,0.0000,0.00039,force_gust,fixed Kp 15,0,0.020604,15.000
21,square,0.3,40.824,0.557,0.0000,0.00039,force_gust,fixed Kp 20,0,0.017540,20.000
21,square,0.3,40.824,0.557,0.0000,0.00039,force_gust,fixed Kp 34,0,0.011603,34.000
21,square,0.3,40.824,0.557,0.0000,0.00039,force_gust,fixed Kp 42,0,0.010312,42.000
21,square,0.3,40.824,0.557,0.0000,0.00039,force_gust,fixed Kp 50,0,0.009389,50.000
22,slalom,0.3,10.186,0.865,0.0720,0.00009,force_gust,PPO,1,0.003293,32.036
22,slalom,0.3,10.186,0.865,0.0720,0.00009,force_gust,fixed Kp 26 (baseline),1,0.003596,26.000
22,slalom,0.3,10.186,0.865,0.0720,0.00009,force_gust,fixed Kp 15,1,0.004633,15.000
22,slalom,0.3,10.186,0.865,0.0720,0.00009,force_gust,fixed Kp 20,1,0.004017,20.000
22,slalom,0.3,10.186,0.865,0.0720,0.00009,force_gust,fixed Kp 34,1,0.003290,34.000
22,slalom,0.3,10.186,0.865,0.0720,0.00009,force_gust,fixed Kp 42,1,0.003284,42.000
22,slalom,0.3,10.186,0.865,0.0720,0.00009,force_gust,fixed Kp 50,1,0.006117,50.000
23,slalom,0.7,36.899,0.296,0.0640,0.00023,mass,PPO,1,0.015268,35.155
23,slalom,0.7,36.899,0.296,0.0640,0.00023,mass,fixed Kp 26 (baseline),1,0.007867,26.000
23,slalom,0.7,36.899,0.296,0.0640,0.00023,mass,fixed Kp 15,1,0.009909,15.000
23,slalom,0.7,36.899,0.296,0.0640,0.00023,mass,fixed Kp 20,1,0.009234,20.000
23,slalom,0.7,36.899,0.296,0.0640,0.00023,mass,fixed Kp 34,1,0.007812,34.000
23,slalom,0.7,36.899,0.296,0.0640,0.00023,mass,fixed Kp 42,0,0.059904,42.000
23,slalom,0.7,36.899,0.296,0.0640,0.00023,mass,fixed Kp 50,0,0.212743,50.000
24,scurve,0.5,17.683,0.613,0.0380,0.00040,force_gust,PPO,1,0.011609,32.496
24,scurve,0.5,17.683,0.613,0.0380,0.00040,force_gust,fixed Kp 26 (baseline),1,0.016669,26.000
24,scurve,0.5,17.683,0.613,0.0380,0.00040,force_gust,fixed Kp 15,1,0.075707,15.000
24,scurve,0.5,17.683,0.613,0.0380,0.00040,force_gust,fixed Kp 20,1,0.018345,20.000
24,scurve,0.5,17.683,0.613,0.0380,0.00040,force_gust,fixed Kp 34,1,0.029485,34.000
24,scurve,0.5,17.683,0.613,0.0380,0.00040,force_gust,fixed Kp 42,1,0.020585,42.000
24,scurve,0.5,17.683,0.613,0.0380,0.00040,force_gust,fixed Kp 50,1,0.014657,50.000
25,zigzag30,0.7,36.106,0.588,0.0380,0.00000,force,PPO,1,0.017895,34.412
25,zigzag30,0.7,36.106,0.588,0.0380,0.00000,force,fixed Kp 26 (baseline),1,0.015433,26.000
25,zigzag30,0.7,36.106,0.588,0.0380,0.00000,force,fixed Kp 15,1,0.018291,15.000
25,zigzag30,0.7,36.106,0.588,0.0380,0.00000,force,fixed Kp 20,1,0.016545,20.000
25,zigzag30,0.7,36.106,0.588,0.0380,0.00000,force,fixed Kp 34,1,0.014357,34.000
25,zigzag30,0.7,36.106,0.588,0.0380,0.00000,force,fixed Kp 42,1,0.014640,42.000
25,zigzag30,0.7,36.106,0.588,0.0380,0.00000,force,fixed Kp 50,1,0.014511,50.000
26,spiral,0.3,31.611,0.567,0.0520,0.00020,force_gust,PPO,1,0.003954,35.741
26,spiral,0.3,31.611,0.567,0.0520,0.00020,force_gust,fixed Kp 26 (baseline),1,0.004668,26.000
26,spiral,0.3,31.611,0.567,0.0520,0.00020,force_gust,fixed Kp 15,1,0.006386,15.000
26,spiral,0.3,31.611,0.567,0.0520,0.00020,force_gust,fixed Kp 20,1,0.005383,20.000
26,spiral,0.3,31.611,0.567,0.0520,0.00020,force_gust,fixed Kp 34,1,0.004098,34.000
26,spiral,0.3,31.611,0.567,0.0520,0.00020,force_gust,fixed Kp 42,1,0.003743,42.000
26,spiral,0.3,31.611,0.567,0.0520,0.00020,force_gust,fixed Kp 50,1,0.003519,50.000
27,square,0.7,31.256,0.393,0.0460,0.00005,mass,PPO,1,0.053373,34.163
27,square,0.7,31.256,0.393,0.0460,0.00005,mass,fixed Kp 26 (baseline),1,0.034830,26.000
27,square,0.7,31.256,0.393,0.0460,0.00005,mass,fixed Kp 15,1,0.025076,15.000
27,square,0.7,31.256,0.393,0.0460,0.00005,mass,fixed Kp 20,1,0.027051,20.000
27,square,0.7,31.256,0.393,0.0460,0.00005,mass,fixed Kp 34,1,0.045541,34.000
27,square,0.7,31.256,0.393,0.0460,0.00005,mass,fixed Kp 42,1,0.059295,42.000
27,square,0.7,31.256,0.393,0.0460,0.00005,mass,fixed Kp 50,1,0.088347,50.000
28,slalom,0.3,30.790,0.988,0.0120,0.00018,force,PPO,1,0.003141,36.034
28,slalom,0.3,30.790,0.988,0.0120,0.00018,force,fixed Kp 26 (baseline),1,0.003618,26.000
28,slalom,0.3,30.790,0.988,0.0120,0.00018,force,fixed Kp 15,1,0.004887,15.000
28,slalom,0.3,30.790,0.988,0.0120,0.00018,force,fixed Kp 20,1,0.004122,20.000
28,slalom,0.3,30.790,0.988,0.0120,0.00018,force,fixed Kp 34,1,0.003252,34.000
28,slalom,0.3,30.790,0.988,0.0120,0.00018,force,fixed Kp 42,1,0.003044,42.000
28,slalom,0.3,30.790,0.988,0.0120,0.00018,force,fixed Kp 50,1,0.002914,50.000
29,zigzag,0.3,36.900,0.338,0.0500,0.00036,mass,PPO,1,0.038379,30.089
29,zigzag,0.3,36.900,0.338,0.0500,0.00036,mass,fixed Kp 26 (baseline),1,0.084033,26.000
29,zigzag,0.3,36.900,0.338,0.0500,0.00036,mass,fixed Kp 15,1,0.033927,15.000
29,zigzag,0.3,36.900,0.338,0.0500,0.00036,mass,fixed Kp 20,1,0.030013,20.000
29,zigzag,0.3,36.900,0.338,0.0500,0.00036,mass,fixed Kp 34,1,0.037306,34.000
29,zigzag,0.3,36.900,0.338,0.0500,0.00036,mass,fixed Kp 42,1,0.024484,42.000
29,zigzag,0.3,36.900,0.338,0.0500,0.00036,mass,fixed Kp 50,1,0.059490,50.000
30,figure8,0.5,13.318,0.666,0.0220,0.00003,force_gust,PPO,1,0.003776,35.428
30,figure8,0.5,13.318,0.666,0.0220,0.00003,force_gust,fixed Kp 26 (baseline),1,0.004539,26.000
30,figure8,0.5,13.318,0.666,0.0220,0.00003,force_gust,fixed Kp 15,1,0.006443,15.000
30,figure8,0.5,13.318,0.666,0.0220,0.00003,force_gust,fixed Kp 20,1,0.005328,20.000
30,figure8,0.5,13.318,0.666,0.0220,0.00003,force_gust,fixed Kp 34,1,0.003929,34.000
30,figure8,0.5,13.318,0.666,0.0220,0.00003,force_gust,fixed Kp 42,1,0.003565,42.000
30,figure8,0.5,13.318,0.666,0.0220,0.00003,force_gust,fixed Kp 50,1,0.003329,50.000
31,hairpin,0.3,39.449,0.315,0.0760,0.00007,force,PPO,1,0.006257,33.615
31,hairpin,0.3,39.449,0.315,0.0760,0.00007,force,fixed Kp 26 (baseline),1,0.003317,26.000
31,hairpin,0.3,39.449,0.315,0.0760,0.00007,force,fixed Kp 15,1,0.004153,15.000
31,hairpin,0.3,39.449,0.315,0.0760,0.00007,force,fixed Kp 20,1,0.003648,20.000
31,hairpin,0.3,39.449,0.315,0.0760,0.00007,force,fixed Kp 34,1,0.003106,34.000
31,hairpin,0.3,39.449,0.315,0.0760,0.00007,force,fixed Kp 42,1,0.010615,42.000
31,hairpin,0.3,39.449,0.315,0.0760,0.00007,force,fixed Kp 50,1,0.034369,50.000
32,slalom,0.7,17.806,0.242,0.0180,0.00006,force_gust,PPO,0,0.148769,26.688
32,slalom,0.7,17.806,0.242,0.0180,0.00006,force_gust,fixed Kp 26 (baseline),0,0.134985,26.000
32,slalom,0.7,17.806,0.242,0.0180,0.00006,force_gust,fixed Kp 15,0,0.155777,15.000
32,slalom,0.7,17.806,0.242,0.0180,0.00006,force_gust,fixed Kp 20,0,0.132772,20.000
32,slalom,0.7,17.806,0.242,0.0180,0.00006,force_gust,fixed Kp 34,0,0.130953,34.000
32,slalom,0.7,17.806,0.242,0.0180,0.00006,force_gust,fixed Kp 42,0,0.126545,42.000
32,slalom,0.7,17.806,0.242,0.0180,0.00006,force_gust,fixed Kp 50,0,0.139317,50.000
33,spiral,0.5,20.533,0.545,0.0580,0.00030,force,PPO,0,0.002831,37.974
33,spiral,0.5,20.533,0.545,0.0580,0.00030,force,fixed Kp 26 (baseline),0,0.002897,26.000
33,spiral,0.5,20.533,0.545,0.0580,0.00030,force,fixed Kp 15,0,0.003213,15.000
33,spiral,0.5,20.533,0.545,0.0580,0.00030,force,fixed Kp 20,0,0.003027,20.000
33,spiral,0.5,20.533,0.545,0.0580,0.00030,force,fixed Kp 34,0,0.002797,34.000
33,spiral,0.5,20.533,0.545,0.0580,0.00030,force,fixed Kp 42,0,0.002739,42.000
33,spiral,0.5,20.533,0.545,0.0580,0.00030,force,fixed Kp 50,0,0.002705,50.000
34,hairpin,0.5,48.095,0.930,0.0120,0.00018,force,PPO,1,0.004191,37.147
34,hairpin,0.5,48.095,0.930,0.0120,0.00018,force,fixed Kp 26 (baseline),1,0.005283,26.000
34,hairpin,0.5,48.095,0.930,0.0120,0.00018,force,fixed Kp 15,1,0.007626,15.000
34,hairpin,0.5,48.095,0.930,0.0120,0.00018,force,fixed Kp 20,1,0.006252,20.000
34,hairpin,0.5,48.095,0.930,0.0120,0.00018,force,fixed Kp 34,1,0.004528,34.000
34,hairpin,0.5,48.095,0.930,0.0120,0.00018,force,fixed Kp 42,1,0.004066,42.000
34,hairpin,0.5,48.095,0.930,0.0120,0.00018,force,fixed Kp 50,1,0.003756,50.000
35,zigzag,0.3,39.775,0.983,0.0520,0.00019,force_gust,PPO,1,0.009759,33.663
35,zigzag,0.3,39.775,0.983,0.0520,0.00019,force_gust,fixed Kp 26 (baseline),1,0.008740,26.000
35,zigzag,0.3,39.775,0.983,0.0520,0.00019,force_gust,fixed Kp 15,1,0.013042,15.000
35,zigzag,0.3,39.775,0.983,0.0520,0.00019,force_gust,fixed Kp 20,1,0.010617,20.000
35,zigzag,0.3,39.775,0.983,0.0520,0.00019,force_gust,fixed Kp 34,1,0.007179,34.000
35,zigzag,0.3,39.775,0.983,0.0520,0.00019,force_gust,fixed Kp 42,1,0.006359,42.000
35,zigzag,0.3,39.775,0.983,0.0520,0.00019,force_gust,fixed Kp 50,1,0.006085,50.000
36,uturn,0.3,44.941,0.330,0.0700,0.00037,force,PPO,1,0.004109,36.906
36,uturn,0.3,44.941,0.330,0.0700,0.00037,force,fixed Kp 26 (baseline),1,0.003753,26.000
36,uturn,0.3,44.941,0.330,0.0700,0.00037,force,fixed Kp 15,1,0.004704,15.000
36,uturn,0.3,44.941,0.330,0.0700,0.00037,force,fixed Kp 20,1,0.004142,20.000
36,uturn,0.3,44.941,0.330,0.0700,0.00037,force,fixed Kp 34,1,0.003507,34.000
36,uturn,0.3,44.941,0.330,0.0700,0.00037,force,fixed Kp 42,1,0.003479,42.000
36,uturn,0.3,44.941,0.330,0.0700,0.00037,force,fixed Kp 50,1,0.003914,50.000
37,square,0.3,6.298,0.812,0.0140,0.00023,force,PPO,1,0.005725,33.263
37,square,0.3,6.298,0.812,0.0140,0.00023,force,fixed Kp 26 (baseline),1,0.008145,26.000
37,square,0.3,6.298,0.812,0.0140,0.00023,force,fixed Kp 15,1,0.011312,15.000
37,square,0.3,6.298,0.812,0.0140,0.00023,force,fixed Kp 20,1,0.009104,20.000
37,square,0.3,6.298,0.812,0.0140,0.00023,force,fixed Kp 34,1,0.006910,34.000
37,square,0.3,6.298,0.812,0.0140,0.00023,force,fixed Kp 42,1,0.007502,42.000
37,square,0.3,6.298,0.812,0.0140,0.00023,force,fixed Kp 50,1,0.006410,50.000
38,figure8,0.3,6.692,0.237,0.0700,0.00006,force_gust,PPO,0,0.061602,34.394
38,figure8,0.3,6.692,0.237,0.0700,0.00006,force_gust,fixed Kp 26 (baseline),0,0.061714,26.000
38,figure8,0.3,6.692,0.237,0.0700,0.00006,force_gust,fixed Kp 15,0,0.060293,15.000
38,figure8,0.3,6.692,0.237,0.0700,0.00006,force_gust,fixed Kp 20,0,0.061364,20.000
